epoch,step,loss,learning_rate,training_time_seconds,peak_memory_gb,avg_memory_gb,timestamp
0,0,10.0,5e-05,0.1,0.0,0.0,2026-01-12T10:20:25.146502
0,1,10.049333333333333,5e-05,0.2,0.0,0.0,2026-01-12T10:20:25.147110
0,2,10.098666666666666,5e-05,0.30000000000000004,0.0,0.0,2026-01-12T10:20:25.147385
0,3,10.148000000000001,5e-05,0.4,0.0,0.0,2026-01-12T10:20:25.147637
0,4,10.197333333333333,5e-05,0.5,0.0,0.0,2026-01-12T10:20:25.148000
0,5,10.246666666666666,5e-05,0.6000000000000001,0.0,0.0,2026-01-12T10:20:25.148239
0,6,10.296000000000001,5e-05,0.7000000000000001,0.0,0.0,2026-01-12T10:20:25.148902
0,7,10.345333333333334,5e-05,0.8,0.0,0.0,2026-01-12T10:20:25.149575
0,8,10.394666666666666,5e-05,0.9,0.0,0.0,2026-01-12T10:20:25.150138
0,9,10.443999999999999,5e-05,1.0,0.0,0.0,2026-01-12T10:20:25.150695
0,10,9.993333333333332,5e-05,1.1,0.0,0.0,2026-01-12T10:20:25.151238
0,11,10.042666666666667,5e-05,1.2000000000000002,0.0,0.0,2026-01-12T10:20:25.151769
0,12,10.091999999999999,5e-05,1.3,0.0,0.0,2026-01-12T10:20:25.152298
0,13,10.141333333333334,5e-05,1.4000000000000001,0.0,0.0,2026-01-12T10:20:25.152971
0,14,10.190666666666665,5e-05,1.5,0.0,0.0,2026-01-12T10:20:25.153512
0,15,10.24,5e-05,1.6,0.0,0.0,2026-01-12T10:20:25.154031
0,16,10.289333333333333,5e-05,1.7000000000000002,0.0,0.0,2026-01-12T10:20:25.154551
0,17,10.338666666666667,5e-05,1.8,0.0,0.0,2026-01-12T10:20:25.155090
0,18,10.388,5e-05,1.9000000000000001,0.0,0.0,2026-01-12T10:20:25.155599
0,19,10.437333333333333,5e-05,2.0,0.0,0.0,2026-01-12T10:20:25.156098
0,20,9.986666666666666,5e-05,2.1,0.0,0.0,2026-01-12T10:20:25.156607
0,21,10.036000000000001,5e-05,2.2,0.0,0.0,2026-01-12T10:20:25.157119
0,22,10.085333333333333,5e-05,2.3000000000000003,0.0,0.0,2026-01-12T10:20:25.157649
0,23,10.134666666666666,5e-05,2.4000000000000004,0.0,0.0,2026-01-12T10:20:25.158172
0,24,10.184,5e-05,2.5,0.0,0.0,2026-01-12T10:20:25.158704
0,25,10.233333333333333,5e-05,2.6,0.0,0.0,2026-01-12T10:20:25.159240
0,26,10.282666666666668,5e-05,2.7,0.0,0.0,2026-01-12T10:20:25.159929
0,27,10.331999999999999,5e-05,2.8000000000000003,0.0,0.0,2026-01-12T10:20:25.160601
0,28,10.381333333333334,5e-05,2.9000000000000004,0.0,0.0,2026-01-12T10:20:25.161132
0,29,10.430666666666665,5e-05,3.0,0.0,0.0,2026-01-12T10:20:25.161652
0,30,9.98,5e-05,3.1,0.0,0.0,2026-01-12T10:20:25.162162
0,31,10.029333333333334,5e-05,3.2,0.0,0.0,2026-01-12T10:20:25.162665
0,32,10.078666666666667,5e-05,3.3000000000000003,0.0,0.0,2026-01-12T10:20:25.163172
0,33,10.128,5e-05,3.4000000000000004,0.0,0.0,2026-01-12T10:20:25.163683
0,34,10.177333333333333,5e-05,3.5,0.0,0.0,2026-01-12T10:20:25.164137
0,35,10.226666666666667,5e-05,3.6,0.0,0.0,2026-01-12T10:20:25.164567
0,36,10.276000000000002,5e-05,3.7,0.0,0.0,2026-01-12T10:20:25.165044
0,37,10.325333333333333,5e-05,3.8000000000000003,0.0,0.0,2026-01-12T10:20:25.165488
0,38,10.374666666666666,5e-05,3.9000000000000004,0.0,0.0,2026-01-12T10:20:25.165982
0,39,10.424,5e-05,4.0,0.0,0.0,2026-01-12T10:20:25.166426
0,40,9.973333333333333,5e-05,4.1000000000000005,0.0,0.0,2026-01-12T10:20:25.166885
0,41,10.022666666666668,5e-05,4.2,0.0,0.0,2026-01-12T10:20:25.167346
0,42,10.072,5e-05,4.3,0.0,0.0,2026-01-12T10:20:25.167832
0,43,10.121333333333334,5e-05,4.4,0.0,0.0,2026-01-12T10:20:25.168465
0,44,10.170666666666666,5e-05,4.5,0.0,0.0,2026-01-12T10:20:25.168943
0,45,10.22,5e-05,4.6000000000000005,0.0,0.0,2026-01-12T10:20:25.169370
0,46,10.269333333333334,5e-05,4.7,0.0,0.0,2026-01-12T10:20:25.169809
0,47,10.318666666666667,5e-05,4.800000000000001,0.0,0.0,2026-01-12T10:20:25.170236
0,48,10.368,5e-05,4.9,0.0,0.0,2026-01-12T10:20:25.170671
0,49,10.417333333333334,5e-05,5.0,0.0,0.0,2026-01-12T10:20:25.171102
0,50,9.966666666666667,5e-05,5.1000000000000005,0.0,0.0,2026-01-12T10:20:25.171571
0,51,10.016000000000002,5e-05,5.2,0.0,0.0,2026-01-12T10:20:25.172104
0,52,10.065333333333333,5e-05,5.300000000000001,0.0,0.0,2026-01-12T10:20:25.172619
0,53,10.114666666666666,5e-05,5.4,0.0,0.0,2026-01-12T10:20:25.173120
0,54,10.163999999999998,5e-05,5.5,0.0,0.0,2026-01-12T10:20:25.173643
0,55,10.213333333333333,5e-05,5.6000000000000005,0.0,0.0,2026-01-12T10:20:25.174165
0,56,10.262666666666668,5e-05,5.7,0.0,0.0,2026-01-12T10:20:25.174677
0,57,10.312,5e-05,5.800000000000001,0.0,0.0,2026-01-12T10:20:25.175177
0,58,10.361333333333333,5e-05,5.9,0.0,0.0,2026-01-12T10:20:25.175693
0,59,10.410666666666666,5e-05,6.0,0.0,0.0,2026-01-12T10:20:25.176221
0,60,9.96,5e-05,6.1000000000000005,0.0,0.0,2026-01-12T10:20:25.176750
0,61,10.009333333333334,5e-05,6.2,0.0,0.0,2026-01-12T10:20:25.177273
0,62,10.058666666666666,5e-05,6.300000000000001,0.0,0.0,2026-01-12T10:20:25.177890
0,63,10.108,5e-05,6.4,0.0,0.0,2026-01-12T10:20:25.178435
0,64,10.157333333333334,5e-05,6.5,0.0,0.0,2026-01-12T10:20:25.179377
0,65,10.206666666666667,5e-05,6.6000000000000005,0.0,0.0,2026-01-12T10:20:25.180084
0,66,10.256,5e-05,6.7,0.0,0.0,2026-01-12T10:20:25.180729
0,67,10.305333333333333,5e-05,6.800000000000001,0.0,0.0,2026-01-12T10:20:25.181384
0,68,10.354666666666668,5e-05,6.9,0.0,0.0,2026-01-12T10:20:25.182049
0,69,10.403999999999998,5e-05,7.0,0.0,0.0,2026-01-12T10:20:25.182693
